아파트명,소재지도로명주소,소재지지번주소,위도,경도,층수,관리사무소전화번호,팩스번호,세대수,사업승인일,사용검사일,데이터기준일자
우만한효,"경기도 수원시 팔달구 팔달문로139번길 11-4  (우만동, 한효우만타운아파트)",경기도 수원시 팔달구 우만동 526-12,37.28323001,127.0307305,9,031-248-0184,,42,1994-06-14,1996-11-15,2022-07-05
정자동남,"경기도 수원시 장안구 정자로 158  (정자동, 동남타운)",경기도 수원시 장안구 정자동 390,37.30479176,126.993191,11~18,031-246-4484,,126,1995-02-13,1997-03-20,2022-07-05
파장익주,"경기도 수원시 장안구 파장천로 57  (파장동, 익주아파트)",경기도 수원시 장안구 파장동 281,37.31044527,126.9964398,15,031-246-6087,031-246-6087,81,1995-07-15,1997-06-09,2022-07-05
신우,"경기도 수원시 팔달구 화양로 34  (화서동, 신우아파트)",경기도 수원시 팔달구 화서동 206-8,37.2811878,126.997094,8,,,39,,1997-12-15,2022-07-05
보훈복지타운,"경기도 수원시 장안구 수일로336번길 9  (조원동, 보훈복지타운아파트)",경기도 수원시 장안구 조원동 476-9,37.29954075,127.022941,12,031-250-1562,031-244-0558,452,1994-09-29,1998-06-29,2022-07-05
영화벽산,"경기도 수원시 장안구 수성로402번길 45-2  (영화동, 벽산아파트)  ",경기도 수원시 장안구 영화동 101-7,37.29328846,127.0176053,17,031-258-0188,031-258-0188,126,1995-11-18,1998-09-02,2022-07-05
성영,경기도 수원시 권선구 덕영대로1126번길 17(세류동),경기도 수원시 권선구 세류동 1138-1,37.25123536,127.0141568,7,,,39,1999-07-29,2000-06-28,2022-07-05
탑월드,경기도 수원시 권선구 금호로 248  (탑동)  ,경기도 수원시 권선구 탑동 5-4,37.27540784,126.9773773,9,031-295-6820,031-295-6820,97,1995-03-25,2000-12-22,2022-07-05
재왕아파트,"경기도 수원시 영통구 매여울로53번길 31  (매탄동, 제왕아트빌)",경기도 수원시 영통구 매탄동 194-4,37.27216146,127.0431401,12,031-213-7581,031-212-7703,88,1996-01-24,2003-02-13,2022-07-05
익주,"경기도 수원시 팔달구 팔달로153번길 25-8  (화서동, 익주아파트)  ",경기도 수원시 팔달구 화서동 79-30,37.28232533,127.003962,8,031-248-4832,,48,2001-10-30,2003-03-21,2022-07-05
노블레스아파트,"경기도 수원시 장안구 장안로103번길 37  (정자동, 노블레스아파트)  ",경기도 수원시 장안구 정자동 45-2,37.29226304,126.9997493,8,031-245-2614,,42,2001-07-02,2003-04-01,2022-07-05
연향,"경기도 수원시 팔달구 정조로 687  (매교동, 연향예스빌아파트)  ",경기도 수원시 팔달구 매교동 142-1,37.26990079,127.0171388,15,031-239-2833,031-239-2833,112,2002-03-13,2004-04-20,2022-07-05
인계베스트빌,"경기도 수원시 팔달구 장다리로233번길 4  (인계동, 인계베스트빌아파트)  ",경기도 수원시 팔달구 인계동 968-6,37.27091116,127.0262767,12,,,64,2003-01-27,2004-08-16,2022-07-05
민영 루이스,"경기도 수원시 팔달구 화양로47번길 17-5  (화서동, 민영루이스아파트)  ",경기도 수원시 팔달구 화서동 213-27,37.28150439,126.9959449,11,,,59,2002-11-13,2005-01-28,2022-07-05
맥스빌,"경기도 수원시 장안구 수일로 179  (조원동, 맥스빌아파트)  ",경기도 수원시 장안구 조원동 908,37.30757122,127.0089509,15,031-254-2336,,60,2001-03-08,2005-03-23,2022-07-05
스페이스향,"경기도 수원시 장안구 상률로12번길 8  (율전동, 송촌스페이스향)  ",경기도 수원시 장안구 율전동 544,37.30760248,126.9670657,24,031-241-0595,031-241-0596,140,2002-12-11,2005-06-03,2022-07-05
극동아파트,"경기도 수원시 영통구 태장로35번길 64  (망포동, 극동 아파트)  ",경기도 수원시 영통구 망포동 704,37.24205597,127.0500465,15,031-202-3080,,134,2003-09-02,2005-07-27,2022-07-05
아이파크,"경기도 수원시 장안구 경수대로 1110-15  (파장동, 북수원아이파크)  ",경기도 수원시 장안구 파장동 산 154-4,37.31137271,126.9912942,15,031-241-0849,031-241-0367,143,2003-07-22,2005-08-24,2022-07-05
래미안클래식,"경기도 수원시 팔달구 수성로232번길 7  (화서동, 래미안아파트)  ",경기도 수원시 팔달구 화서동 330-13,37.28875366,126.9983034,4,031-253-9637,,48,2004-04-26,2005-08-25,2022-07-05
서수원쌍용스윗닷홈2차,"경기도 수원시 권선구 당진로31번길 51-18(당수동, 쌍용2차아파트)  ",경기도 수원시 권선구 당수동 744,37.29272409,126.9373384,15,031-419-9498,031-509-9498,138,2003-06-18,2005-09-23,2022-07-05
세양청마루,"경기도 수원시 권선구 서둔로239번길 19-9  (탑동, 탑동세양청마루아파트)  ",경기도 수원시 권선구 탑동 896,37.27261955,126.9782315,15,031-227-4591,,124,2003-06-18,2005-12-30,2022-07-05
매탄희성연인,"경기도 수원시 영통구 동수원로514번길 43-11  (매탄동, 희성연인)",경기도 수원시 영통구 매탄동 130-97,37.2722748,127.048527,11,,,67,2003-12-24,2006-01-25,2022-07-05
희성연인,"경기도 수원시 권선구 상탑로 121  (서둔동, 희성연인아파트)  ",경기도 수원시 권선구 서둔동 374,37.27150015,126.9842567,14,031-297-4967,,105,2003-06-18,2006-01-27,2022-07-05
정자1차)희성연인,"경기도 수원시 장안구 장안로75번길 62  (정자동, 희성연인아파트)  ",경기도 수원시 장안구 정자동 74-7,37.29027805,126.999459,13,031-254-6658,031-254-6620,59,2004-06-01,2006-06-29,2022-07-05
망포 휴먼빌,"경기도 수원시 영통구 동탄지성로 500  (망포동, 휴먼빌)  ",경기도 수원시 영통구 망포동 716,37.2375469,127.0464223,15,031-203-5552,,105,2004-04-20,2006-07-14,2022-07-05
마젤란21(1단지),"경기도 수원시 영통구 영통로154번길 113  (망포동, 영통마젤란21아파트 1단지)  ",경기도 수원시 영통구 망포동 509-1,37.24163385,127.0625284,15,031-203-5564,,108,2003-12-20,2006-11-29,2022-07-05
아이엘오페라하우스,"경기도 수원시 권선구 서부로1880번길 20  (구운동, 아이엘오페라하우스)  ",경기도 수원시 권선구 구운동 972,37.27573404,126.9694424,18,031-293-2645,031-293-2647,129,,2006-12-27,2022-07-05
동도센트리움아파트,"경기도 수원시 팔달구 팔달문로 183  (우만동, 동도센트리움아파트)  ",경기도 수원시 팔달구 우만동 533-1,37.28406494,127.0360822,15,031-243-6518,031-243-6519,115,2005-09-29,2007-06-19,2022-07-05
신부 눈이부신뷰,"경기도 수원시 장안구 영화로71번길 3  (정자동, 눈e부신아파트)",경기도 수원시 장안구 정자동 80-18,37.29254624,127.0065217,15,031-252-4567,031-252-4567,98,,2008-03-27,2022-07-05
형우럭스빌,"경기도 수원시 장안구 송원로86번길 49  (조원동, 형우럭스빌아파트)  ",경기도 수원시 장안구 조원동 756-5,37.30085645,127.0127103,10,031-241-8604,031-241-8604,44,2007-02-12,2008-08-27,2022-07-05
참누리울트라(1단지),"경기도 수원시 권선구 서둔로 270-19  (서둔동, 수원울트라참누리아파트1단지)  ",경기도 수원시 권선구 서둔동 375,37.27551939,126.9793449,10~15,031-292-5950,031-292-5951,119,2005-07-04,2009-02-27,2022-07-05
참누리울트라(2단지),"경기도 수원시 권선구 서둔로 270-6  (서둔동, 수원울트라참누리아파트2단지)  ",경기도 수원시 권선구 서둔동 377,37.27497732,126.9793423,12~15,031-292-5950,031-292-5951,132,2005-07-04,2009-02-27,2022-07-05
희성연인(2차),"경기도 수원시 장안구 영화로85번길 21  (정자동, 정자2차 희성연인아파트)  ",경기도 수원시 장안구 정자동 69-2,37.29334446,127.0047932,15,031-246-6920,031-241-7003,84,2005-02-07,2009-04-24,2022-07-05
송죽)희성연인,"경기도 수원시 장안구 파장로6번길 20  (송죽동, 송죽동 희성연인아파트)  ",경기도 수원시 장안구 송죽동 444-5,37.30417078,127.0004276,15,031-242-5671,031-242-5672,99,2005-05-16,2009-06-24,2022-07-05
율전 스타힐스2단지,"경기도 수원시 장안구 덕영대로407번길 80 (율전동, 성균관대역 서희스타힐스아파트2단지)",경기도 수원시 장안구 율전동 562,37.30491486,126.9673463,6~12,,,72,2008-04-29,2011-12-15,2022-07-05
대광로제비앙,"경기도 수원시 영통구 웰빙타운로 106  (이의동, 광교대광로제비앙)  ",경기도 수원시 영통구 이의동 1182,37.30686436,127.0417695,5,031-214-9901,,145,2009-12-23,2012-06-28,2022-07-05
코스모골드,"경기도 수원시 팔달구 장다리로 325  (인계동, 코스모골드)",경기도 수원시 팔달구 인계동 939-5,37.27712416,127.0312615,16,031-267-1649,031-267-1629,266,2012-04-17,2014-07-22,2022-07-05
소망주택,경기도 수원시 장안구 경수대로927번길 20(송죽동),경기도 수원시 장안구 송죽동 500-33,37.3011161,127.0078869,1_5,,,48,2012-01-31,2015-03-25,2022-07-05
광교시티아이,경기도 수원시 영통구 대학3로 28(이의동),경기도 수원시 영통구 이의동 1253,37.30171549,127.0414744,7,,,80,2012-06-29,2015-04-13,2022-07-05
상훈휴팰리스,"경기도 수원시 장안구 송정로 146 (조원동, 상훈아파트)",경기도 수원시 장안구 조원동 778,37.29683104,127.0129369,13,031-248-7938,,48,2014-05-28,2015-07-29,2022-07-05
영통동 도시형생활주택,경기도 수원시 영통구 영통로200번길 65 (영통동),경기도 수원시 영통구 영통동 1114,37.24454733,127.0603653,4,,,41,2015-06-09,2016-04-12,2022-07-05
뜨레모아파트,경기도 수원시 장안구 송정로118번길7(조원동),경기도 수원시 장안구 조원동 664-8,37.29557827,127.0103422,9,,,48,2019-03-13,2021-07-07,2022-07-05
태양연립,"경기도 수원시 권선구 덕영대로1126번길 26-3(세류동, 태양연립)",경기도 수원시 권선구 세류동 978,37.2508743,127.0134993,2,,,50,1980-05-16,1980-12-30,2022-07-05
삼원연립,"경기도 수원시 권선구 세권로108번길 91(세류동, 삼원연립)",경기도 수원시 권선구 세류동 1004-1,37.25382764,127.0143532,2,,,48,,1980-09-13,2022-07-05
청한파크맨션,"경기도 수원시 권선구 수인로135번길 43(선둔동, 청한파크맨션)",경기도 수원시 권선구 서둔동 188-2,37.27233565,126.9827105,3,,,222,,1984-08-07,2022-07-05
송죽대성,"경기도 수원시 장안구 경수대로929번길 12-6(송죽동, 대성아파트)",경기도 수원시 장안구 송죽동 498-3,37.3024432,127.0069541,5,,,80,,1989-02-13,2022-07-05
연무동우,"경기도 수원시 장안구 월드컵로 417-10(연무동, 동우아파트)",경기도 수원시 장안구 연무동 258-43,37.29253999,127.0258494,6,,,36,1988-11-28,1989-07-12,2022-07-05
세흥,"경기도 수원시 영통구 영통로 163-16(망포동, 세흥아파트)",경기도 수원시 영통구 망포동 298-2,37.24241937,127.0537408,6,,,96,,1991-02-12,2022-07-05
동산아파트,"경기도 수원시 권선구 세권로195번길 13(권선동, 동산아파트)",경기도 수원시 권선구 권선동 1050,37.25582323,127.0253884,10,,,91,,1993-08-28,2022-07-05
선경아트빌,"경기도 수원시 장안구 정조로1074번길 16(송죽동, 선경아트빌)",경기도 수원시 장안구 송죽동 461,37.30171454,127.0050118,12,,,68,1992-07-01,1993-12-09,2022-07-05
연무익주,"경기도 수원시 장안구 월드컵로 410(연무동, 익주아파트)",경기도 수원시 장안구 연무동 248-17,37.29268817,127.0276179,9,,,56,1994-02-21,1995-03-04,2022-07-05
아미힐,"경기도 수원시 팔달구 권광로276번길 33-25(인계동, 아미힐)",경기도 수원시 팔달구 인계동 373-2,37.2728909,127.0368831,10,,,129,2016-11-21,2019-01-21,2022-07-05
