학교구분,학교코드,학교명,본분교,학제,지역,설립구분,관련법령,법인명,학교상태,중문학교명,영문학교명,주소,,,,영문주소,중문주소,우편번호,학교개교일,학교홈페이지,총장(대학원장)명,"학교대표
번호","학교대표
팩스번호"
전문대학,0000565,한국관광대학교,본교,전문대학,경기,사립,고등교육법,거영학원,기존,???光大?校,Korea Tourism College,"경기도 이천시 신둔면 이장로311번길 197-73 (고척리, 한국관광대학) ",경기도,이천시,신둔면,"197-73, Ijang-ro 311beon-gil, Sindun-myeon, Icheon-si, Gyeonggi-do, Republic of Korea","197-73, Ijang-ro 311beon-gil, Sindun-myeon, Icheon-si, Gyeonggi-do, Republic of Korea",17306,2001-01-22,www.ktc.ac.kr,백기엽,031-644-1000,031-644-1122
전문대학,0000566,서정대학교,본교,전문대학,경기,사립,고등교육법,서정학원,기존,瑞靖大?校,Seojeong University,경기도 양주시 은현면 서정로 27 ,경기도,양주시,은현면,"27, Seojeong-ro, Eunhyeon-myeon, Yangju-si, Gyeonggi-do","27, Seojeong-ro, Eunhyeon-myeon, Yangju-si, Gyeonggi-do",11429,2002-11-19,www.seojeong.ac.kr,양영희,031-859-6900,031-859-6904
전문대학,0000568,웅지세무대학교,본교,전문대학,경기,사립,고등교육법,웅지학원,기존,雄祉??大?,Woongji Accounting & Tax College,"경기도 파주시 탄현면 웅지로144번길 73 (금승리, 웅지세무대학) ",경기도,파주시,탄현면,"73, Ungji-ro 144beon-gil, Tanhyeon-myeon, Paju-si, Gyeonggi-do, Republic of Korea","73, Ungji-ro 144beon-gil, Tanhyeon-myeon, Paju-si, Gyeonggi-do, Republic of Korea",10846,2004-03-01,www.wat.ac.kr,최광필,031-940-3114,031-940-3199
전문대학,0000579,ICT폴리텍대학,본교,기능대학,경기,사립,근로자직업능력개발법,ICT폴리텍대학,기존,ICT 波利科技大?,ICT Polytech Institute of Korea,경기도 광주시 순암로 16-26 (역동) ICT폴리텍대학,경기도,광주시,순암로,"16-26, Sunam-ro, Gwangju-si, Gyeonggi-do","16-26, Sunam-ro, Gwangju-si, Gyeonggi-do",12777,2002-12-10,www.ict.ac.kr,서동명,031-764-3301~3302,031-762-3456
전문대학,0000586,한국폴리텍 I 대학 성남캠퍼스,본교,기능대학,경기,사립,근로자직업능력개발법,한국폴리텍,기존,??理工?院城南校?Ⅰ,Seong Nam Campus Of Korea PolytechnicⅠ,"경기도 성남시 수정구 수정로 398 (산성동, 한국폴리텍I대학성남캠퍼스) ",경기도,성남시,수정구,"398, Sujeong-ro, Sujeong-gu, Seongnam-si, Gyeonggi-do, Republic of Korea","398, Sujeong-ro, Sujeong-gu, Seongnam-si, Gyeonggi-do, Republic of Korea",13122,1976-12-01,seongnam.kopo.ac.kr/,김광희,031-739-4000,031-749-3375
전문대학,0000637,한국폴리텍 특성화대학 반도체융합캠퍼스,본교,기능대학,경기,사립,근로자직업능력개발법,한국폴리텍,기존,?? Polytechnics  半導體融合大?,Semiconductor Covergence Of Korea Polytechnic,"경기도 안성시 공도읍 송원길 41-12 (만정리, 한국폴리텍여자대학) ",경기도,안성시,공도읍,"41-12, Songwon-gil, Gongdo-eup, Anseong-si, Gyeonggi-do, Republic of Korea","41-12, Songwon-gil, Gongdo-eup, Anseong-si, Gyeonggi-do, Republic of Korea",17550,1996-10-25,www.kopo.ac.kr/semi,김애령,031-650-7205,031-651-4314
대학원대학,0000641,대한신학대학원대학교,본교,전문대학원,경기,사립,고등교육법,대한신학대학원,기존,大?神?大?院大?校,Daehan Theological Semisary&University,경기도 안양시 만안구 경수대로1406번길 30 (석수동) ,경기도,안양시,만안구,"30, Gyeongsu-daero 1406beon-gil, Manan-gu, Anyang-si, Gyeonggi-do, Republic of Korea","30, Gyeongsu-daero 1406beon-gil, Manan-gu, Anyang-si, Gyeonggi-do, Republic of Korea",13907,1998-03-02,www.dtu.ac.kr,김도경,031-470-3333,031-473-5947
대학원대학,0000646,웨스트민스터신학대학원대학교,본교,전문대학원,경기,사립,고등교육법,웨스트민스터신학원,기존,Westminster神?大?院大?校,Westminster Graduate School Of Theology,"경기도 용인시 기흥구 동백죽전대로 201-11 (중동, 웨스트민스터신학대학교) ",경기도,용인시,기흥구,"201-11, Dongbaekjukjeon-daero, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea","201-11, Dongbaekjukjeon-daero, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea",16995,1997-09-11,http://www.wgst.ac.kr/wgst_renew/,정인찬,031-270-6000,031-270-6060
대학원대학,0000647,합동신학대학원대학교,본교,전문대학원,경기,사립,고등교육법,자유학원,기존,合同神?大?院大?校,Hapdong Theological Seminary,"경기도 수원시 영통구 광교중앙로 50 (원천동, 합동신학대학원대학교) ",경기도,수원시,영통구,"50, Gwanggyojungang-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","50, Gwanggyojungang-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",16517,1996-12-11,www.hapdong.ac.kr,김학유,031-212-3694,031-212-6204
대학원대학,0000654,온석대학원대학교,본교,전문대학원,경기,사립,고등교육법,중앙총신학원,기존,溫石大?院大?校,Onseok University,"경기도 용인시 처인구 남사면 아곡로96번길 79 (아곡리, 중앙신학대학원대학교) ",경기도,용인시,처인구,"79, Agok-ro 96beon-gil, Namsa-myeon, Cheoin-gu, Yongin-si, Gyeonggi-do, Republic of Korea","79, Agok-ro 96beon-gil, Namsa-myeon, Cheoin-gu, Yongin-si, Gyeonggi-do, Republic of Korea",17117,2000-09-04,www.osu.ac.kr,백성혁,031-339-9015,031-339-9093
대학원대학,0000655,국제법률경영대학원대학교,본교,전문대학원,경기,사립,고등교육법,국제법률경영학원,기존,??法律??大?院大?校,Transnational Law And Business University ,"경기도 고양시 덕양구 내유길 230 (내유동, 국제법률경영대학원) ",경기도,고양시,덕양구,"230, Naeyu-gil, Deogyang-gu, Goyang-si, Gyeonggi-do, Republic of Korea","230, Naeyu-gil, Deogyang-gu, Goyang-si, Gyeonggi-do, Republic of Korea",10264,2000-12-27,www.tlbu.ac.kr,유병화,031-960-1018,031-960-1062
대학원대학,0000661,성서침례대학원대학교,본교,전문대학원,경기,사립,고등교육법,성서침례학원,기존,??浸?大?院大?校,Bible Baptist Theological Seminary,"경기도 이천시 대월면 대평로 548-123 (장평리, 성서침례대학교) ",경기도,이천시,대월면,"548-123, Daepyeong-ro, Daewol-myeon, Icheon-si, Gyeonggi-do, Republic of Korea","548-123, Daepyeong-ro, Daewol-myeon, Icheon-si, Gyeonggi-do, Republic of Korea",17404,2003-03-01,www.bbts.ac.kr,김택수,031-634-1258,031-634-6086
대학원대학,0000662,에스라성경대학원대학교,본교,전문대학원,경기,사립,고등교육법,에스라성경학원,기존,以斯拉???究院,Ezra Bible Institute For Graduate Studies,"경기도 고양시 덕양구 대양로285번길 33-7 (고양동, 에스라성경대학원대학교) ",경기도,고양시,덕양구,"33-7, Daeyang-ro 285beon-gil, Deogyang-gu, Goyang-si, Gyeonggi-do, Republic of Korea","33-7, Daeyang-ro 285beon-gil, Deogyang-gu, Goyang-si, Gyeonggi-do, Republic of Korea",10273,2003-03-01,www.ezra.ac.kr,정근두,031-962-9196,031-963-1674
대학원대학,0000667,선학유피대학원대학교,본교,전문대학원,경기,사립,고등교육법,청심학원,기존,鮮鶴天宙和平大學院大學校,Sunhak Universal Peace Graduate University,경기도 가평군 설악면 미사리로 324-211 선학유피대학원대학교,경기도,가평군,설악면,"324-211, Misari-ro, Seorak-myeon, Gapyeong-gun, Gyeonggi-do","324-211, Misari-ro, Seorak-myeon, Gapyeong-gun, Gyeonggi-do",12461,2003-10-22,www.sunhakup.ac.kr/,토마스 셀로버 ,031-589-1500,031-589-1559
대학원대학,0000672,실천신학대학원대학교,본교,전문대학원,경기,사립,고등교육법,실천신학대학원,기존,??神??究生院大?,Graduate School Of Practical Theology,"경기도 이천시 신둔면 마소로11번길 311-43 (인후리, 실천신학대학원) ",경기도,이천시,신둔면,"311-43, Maso-ro 11beon-gil, Sindun-myeon, Icheon-si, Gyeonggi-do, Republic of Korea","311-43, Maso-ro 11beon-gil, Sindun-myeon, Icheon-si, Gyeonggi-do, Republic of Korea",17304,2005-03-01,www.gspt.ac.kr,이정익,031-638-8657,031-638-8659
대학원대학,0000683,한국학대학원,본교,일반대학원,경기,특별법법인,한국학중앙연구원육성법,한국학중앙연구원,기존,???中央?究院 ???大?院,"The Graduate School of Korean  Studies, The Academy of Korean  Studies","경기도 성남시 분당구 하오개로 323 (운중동, 한국학중앙연구원) ",경기도,성남시,분당구,"323, Haogae-ro, Bundang-gu, Seongnam-si, Gyeonggi-do, Republic of Korea","323, Haogae-ro, Bundang-gu, Seongnam-si, Gyeonggi-do, Republic of Korea",13455,1980-03-01,https://grad.aks.ac.kr/index.do,안병우,031-730-8185,031-730-8189
대학원,0000917,한경대학교 일반대학원,본교,일반대학원,경기,국립,고등교육법,해당없음,기존,?京大?校 一般大?院,Graduate School,"경기도 안성시 중앙로 327 (석정동, 한경대학교) ",경기도,안성시,중앙로,"327, Jungang-ro, Anseong-si, Gyeonggi-do, Republic of Korea","327, Jungang-ro, Anseong-si, Gyeonggi-do, Republic of Korea",17579,2012-03-01,www.hknu.ac.kr,천만영,031-670-5114,031-670-5469
대학원,0000918,한경대학교 산업대학원,본교,특수대학원,경기,국립,고등교육법,해당없음,기존,?京大?校 ??大?院,The Graduate School Of Technology,"경기도 안성시 중앙로 327 (석정동, 한경대학교) ",경기도,안성시,중앙로,"327, Jungang-ro, Anseong-si, Gyeonggi-do, Republic of Korea","327, Jungang-ro, Anseong-si, Gyeonggi-do, Republic of Korea",17579,2012-03-01,www.hknu.ac.kr,천만영,031-670-5114,031-670-5469
대학원,0000920,한경대학교 국제개발협력대학원,본교,특수대학원,경기,국립,고등교육법,해당없음,기존,?京大?校 ????合作大?院,International Development And Cooperation,"경기도 안성시 중앙로 327 (석정동, 한경대학교) ",경기도,안성시,중앙로,"327, Jungang-ro, Anseong-si, Gyeonggi-do, Republic of Korea","327, Jungang-ro, Anseong-si, Gyeonggi-do, Republic of Korea",17579,2012-03-01,www.hknu.ac.kr,천만영,031-670-5114,031-670-5469
대학원,0000976,가톨릭대학교 대학원,본교,일반대학원,경기,사립,고등교육법,가톨릭학원,기존,加?立大?校 大?院,Graduate School The Catholic University Of Korea,"경기도 부천시 원미구 지봉로 43 (역곡동, 가톨릭대학교성심교정) ",경기도,부천시,원미구,"43, Jibong-ro, Bucheon-si, Gyeonggi-do, Republic of Korea","43, Jibong-ro, Bucheon-si, Gyeonggi-do, Republic of Korea",14662,1995-03-01,www.catholic.ac.kr,박희찬,02-2164-4114,02-2164-4759
대학원,0000978,가톨릭대학교 교육대학원,본교,특수대학원,경기,사립,고등교육법,가톨릭학원,기존,加?立大?校 ?育大?院,The Graduate School Of Education The Catholic University Of Korea,"경기도 부천시 원미구 지봉로 43 (역곡동, 가톨릭대학교성심교정) ",경기도,부천시,원미구,"43, Jibong-ro, Bucheon-si, Gyeonggi-do, Republic of Korea","43, Jibong-ro, Bucheon-si, Gyeonggi-do, Republic of Korea",14662,1997-11-01,www.catholic.ac.kr,원종철,02)2164-4176,02)2164-4977
대학원,0001005,강남대학교 대학원,본교,일반대학원,경기,사립,고등교육법,강남학원,기존,江南大?校大?院,Kangnam Graduate School,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교) ",경기도,용인시,기흥구,"40, Gangnam-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea","40, Gangnam-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea",16979,1994-12-22,grd.kangnam.ac.kr,곽철완,031-280-3500,031-280-3479
대학원,0001006,강남대학교 교육대학원,본교,특수대학원,경기,사립,고등교육법,강남학원,기존,江南大?校 ?育大?院,Kangnam Graduate School Of Education,"경기도 용인시 기흥구 강남로 40 (구갈동, 강남대학교) ",경기도,용인시,기흥구,"40, Gangnam-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea","40, Gangnam-ro, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea",16979,1999-11-19,grd.kangnam.ac.kr,안귀여루,031-280-3500,031-280-3479
대학원,0001051,경기대학교 교육대학원,본교,특수대학원,경기,사립,고등교육법,경기학원,기존,京畿大?校 ?育大?院,Graduate School Of Education Kyonggi University,"경기도 수원시 영통구 광교산로 154-42 (이의동, 경기대학교) ",경기도,수원시,영통구,"154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","154-42, Gwanggyosan-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",16227,1987-11-09,www.kyonggi.ac.kr/KyonggiTpSrv.kgu?cxt=educate,김인규,031-249-9032,031-249-9036
대학원,0001103,가천대학교 일반대학원,본교,일반대학원,경기,사립,고등교육법,가천학원,기존,嘉泉大?校 一般大?院,Graduate School Gachon University,"경기도 성남시 수정구 성남대로 1342 (복정동, 가천대학교) ",경기도,성남시,수정구,"1342, Seongnam-daero, Sujeong-gu, Seongnam-si, Gyeonggi-do, Republic of Korea","1342, Seongnam-daero, Sujeong-gu, Seongnam-si, Gyeonggi-do, Republic of Korea",13120,1939-05-09,www.gachon.ac.kr/major2/ilban/main/index.jsp,최기봉,031-750-5021,031-750-5502
대학원,0001104,가천대학교 경영대학원,본교,특수대학원,경기,사립,고등교육법,가천학원,기존,嘉泉大?校 ??大?院,Graduated School Of Business Administration Gachon University,"경기도 성남시 수정구 성남대로 1342 (복정동, 가천대학교) ",경기도,성남시,수정구,"1342, Seongnam-daero, Sujeong-gu, Seongnam-si, Gyeonggi-do, Republic of Korea","1342, Seongnam-daero, Sujeong-gu, Seongnam-si, Gyeonggi-do, Republic of Korea",13120,1939-05-09,www.gachon.ac.kr,윤태화,031-750-5026,031-750-5027
대학원,0001106,가천대학교 교육대학원,본교,특수대학원,경기,사립,고등교육법,가천학원,기존,嘉泉大?校 ?育大?院,Graduate School Of Education Gachon University,"경기도 성남시 수정구 성남대로 1342 (복정동, 가천대학교) ",경기도,성남시,수정구,"1342, Seongnam-daero, Sujeong-gu, Seongnam-si, Gyeonggi-do, Republic of Korea","1342, Seongnam-daero, Sujeong-gu, Seongnam-si, Gyeonggi-do, Republic of Korea",13120,1939-05-09,www.gachon.ac.kr,조석훈,031-750-5567,031-750-5665
대학원,0001117,가천대학교 사회정책대학원,본교,특수대학원,경기,사립,고등교육법,가천학원,기존,嘉泉大?校 社?政策大?院,Graduate School Of Social Policy Gachon University,"경기도 성남시 수정구 성남대로 1342 (복정동, 가천대학교) ",경기도,성남시,수정구,"1342, Seongnam-daero, Sujeong-gu, Seongnam-si, Gyeonggi-do, Republic of Korea","1342, Seongnam-daero, Sujeong-gu, Seongnam-si, Gyeonggi-do, Republic of Korea",13120,1939-05-09,www.gachon.ac.kr,이희선,031-750-5031,031-750-5667
대학원,0001124,가천대학교 특수치료대학원,본교,특수대학원,경기,사립,고등교육법,가천학원,기존,嘉泉大?校 特殊治?大?院,Graduate School Of Professional Therapy Gachon University,"경기도 성남시 수정구 성남대로 1342 (복정동, 가천대학교) ",경기도,성남시,수정구,"1342, Seongnam-daero, Sujeong-gu, Seongnam-si, Gyeonggi-do, Republic of Korea","1342, Seongnam-daero, Sujeong-gu, Seongnam-si, Gyeonggi-do, Republic of Korea",13120,1939-05-09,www.gachon.ac.kr,송양민,031-750-8897,031-750-8837
대학원,0001142,경희대학교 국제대학원,본교,전문대학원,경기,사립,고등교육법,경희학원,기존,?熙大?校 ??大?院,Kyung Hee University Graduate School of Pan-Pacific International Studies,"경기도 용인시 기흥구 덕영대로 1732 (서천동, 경희대학교국제캠퍼스) ",경기도,용인시,기흥구,"26, Kyungheedae-ro, Dongdaemun-gu, Seoul, Republic of Korea","26, Kyungheedae-ro, Dongdaemun-gu, Seoul, Republic of Korea",17104,1997-12-22,gsp.khu.ac.kr,김준엽,031-201-2146~9,031-204-8120
대학원,0001150,경희대학교 테크노경영대학원,본교,특수대학원,경기,사립,고등교육법,경희학원,기존,?熙大?校 技???大?院,Kyung Hee University Graduate School of Technology Management,"경기도 용인시 기흥구 덕영대로 1732 (서천동, 경희대학교국제캠퍼스) ",경기도,용인시,기흥구,"26, Kyungheedae-ro, Dongdaemun-gu, Seoul, Republic of Korea","26, Kyungheedae-ro, Dongdaemun-gu, Seoul, Republic of Korea",17104,1987-11-09,khwb.khu.ac.kr, ,031-201-2132,031-201-2777
대학원,0001152,경희대학교 평화복지대학원,본교,특수대학원,경기,사립,고등교육법,경희학원,기존,?熙大?校 平和福祉大?院,Kyung Hee University Graduate Institute of Peace Studies,"경기도 남양주시 진접읍 광릉수목원로 195 (부평리, 경희대학교평화복지대학원) ",경기도,남양주시,진접읍,"26, Kyungheedae-ro, Dongdaemun-gu, Seoul, Republic of Korea","26, Kyungheedae-ro, Dongdaemun-gu, Seoul, Republic of Korea",12001,1984-09-25,gip.khu.ac.kr,권기붕,031-570-7014,031-528-7630
대학원,0001154,경희대학교 체육대학원,본교,전문대학원,경기,사립,고등교육법,경희학원,기존,?熙大?校 ?育大?院,Kyung Hee University Graduate School of Physical Education,"경기도 용인시 기흥구 덕영대로 1732 (서천동, 경희대학교국제캠퍼스) ",경기도,용인시,기흥구,"26, Kyungheedae-ro, Dongdaemun-gu, Seoul, Republic of Korea","26, Kyungheedae-ro, Dongdaemun-gu, Seoul, Republic of Korea",17104,2000-07-24,gradsport.khu.ac.kr,송종국,031-201-3741,031-201-3743
대학원,0001157,경희대학교 동서의학대학원,본교,전문대학원,경기,사립,고등교육법,경희학원,기존,?熙大?校 ?西??大?院,Kyung Hee University Graduate School of East-West Medical Science,"경기도 용인시 기흥구 덕영대로 1732 (서천동, 경희대학교국제캠퍼스) ",경기도,용인시,기흥구,"26, Kyungheedae-ro, Dongdaemun-gu, Seoul, Republic of Korea","26, Kyungheedae-ro, Dongdaemun-gu, Seoul, Republic of Korea",17104,1999-09-01,gsm.khu.ac.kr/,이정민,031-201-2743~5,031-204-8119
