ID,LCLAS_NM,MLSFC_NM,FCLTY_NM,CTPRVN_NM,SIGNGU_NM,LEGALDONG_CD,LEGALDONG_NM,ADSTRD_CD,ADSTRD_NM,RDNMADR_CD,RDNMADR_NM,ZIP_NO,GID_CD,FCLTY_LO,FCLTY_LA,MANAGE_NO,FLAG_NM,TY_NM,PARKNG_SPCE_CO,MANAGE_FLAG_NM,UTILIIZA_LMTT_FLAG_NM,WKDAY_NM,WORKDAY_OPN_BSNS_TIME,WORKDAY_CLOS_TIME,SAT_OPN_BSNS_TIME,SAT_CLOS_TIME,SUN_OPN_BSNS_TIME,SUN_CLOS_TIME,UTILIIZA_CHRGE_CN,BASS_TIME,BASS_PRICE,ADIT_UNIT_TIME,ADIT_UNIT_PRICE,ONE_DAY_PARKNG_VLM_TIME,ONE_DAY_PARKNG_VLM_PRICE,MT_FDRM_PRICE,SETLE_MTH_CN,ADIT_DC,MANAGE_INSTT_NM,TEL_NO,데이터기준일자,PROVD_INSTT_CD,PROVD_INSTT_NM,LAST_CHG_DE,ORIGIN_NM,FILE_NM,BASE_DE,PROVD_INSTT_NM1,PROVD_INSTT_NM2,RDNMADR_NM1,RDNMADR_NM2,RDNMADR_NM3,RDNMADR_NM4,RDNMADR_NM5,sigu_name
KC490PC22N000753,장소,주차장,당정10공영주차장,경기도,군포시,4141010200,당정동,4141051000,군포1동,4.14E+11,경기도 군포시 당정로27번길 11,15850,다사515287,126.9528117,37.35652059,225-2-000060,공영,노외,69,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,0,0,0,0,0,0,60000,현금+신용카드,월정기 전용,군포도시공사,031-390-7684,2022-10-25,4020000,경기도 군포시,20221025,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221025,경기도,군포시,경기도,군포시,당정로27번길,11,,군포시
KC490PC22N000754,장소,주차장,군포고가교밑2공영주차장,경기도,군포시,4141010200,당정동,4141051000,군포1동,4.14E+11,경기도 군포시 공단로 110,15847,다사512285,126.949805,37.3547961,225-2-000062,공영,노외,30,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,500,10,100,16,4000,60000,현금+신용카드,"경차·장애인 차량 할인+평일·토요일[08:00~24:00(유료),00:01~07:59(무료)]+일요일[10:00~22:00(유료),22:01~09:59(무료)]",군포도시공사,031-390-7684,2022-10-25,4020000,경기도 군포시,20221025,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221025,경기도,군포시,경기도,군포시,공단로,110,,군포시
KC490PC22N000755,장소,주차장,당정대영지구공영주차장,,,,,,,,,,다사518283,126.956339,37.353239,225-2-000036,공영,노외,6,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경기도 군포시청,031-390-0705,2022-10-25,4020000,경기도 군포시,20221025,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221025,경기도,군포시,,,,,,군포시 
KC490PC22N000756,장소,주차장,수리산로 노상주차장,경기도,군포시,4141010400,산본동,4141060000,궁내동,4.14E+11,경기도 군포시 수리산로 139,15819,다사489288,126.9236481,37.35761527,225-1-000044,공영,노상,24,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경기도 군포시청,031-390-0705,2022-10-25,4020000,경기도 군포시,20221025,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221025,경기도,군포시,경기도,군포시,수리산로,139,,군포시
KC490PC22N000757,장소,주차장,동백길공영주차장,경기도,군포시,4141010400,산본동,4141055000,산본2동,4.14E+11,경기도 군포시 고산로677번길 12,15802,다사499304,126.9344547,37.37176218,225-1-000001,공영,노상,31,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,0,0,0,0,0,0,50000,현금+신용카드,월정기 전용,군포도시공사,031-390-7684,2022-10-25,4020000,경기도 군포시,20221025,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221025,경기도,군포시,경기도,군포시,고산로677번길,12,,군포시
KC490PC22N000758,장소,주차장,군포역1길공영주차장,경기도,군포시,4141010100,당동,4141051000,군포1동,4.14E+11,경기도 군포시 군포역1길 9,15855,다사510284,126.9468061,37.35347529,225-1-000005,공영,노상,20,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,700,10,200,9,6000,0,현금+신용카드,"경차·장애인 차량 할인+평일[10:00~19:00(유료),19:01~09:59(무료)]+토요일[10:00~18:00(유료),18:01~09:59(무료)]+일요일[무료개방]",군포도시공사,031-390-7684,2022-10-25,4020000,경기도 군포시,20221025,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221025,경기도,군포시,경기도,군포시,군포역1길,9,,군포시
KC490PC22N000759,장소,주차장,바위백이공영주차장,경기도,군포시,4141010500,금정동,4141056000,금정동,4.14E+11,경기도 군포시 군포로735번길 29,15811,다사506302,126.9420791,37.37021785,225-2-000012,공영,노외,28,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,700,10,200,0,0,114000,현금+신용카드,"경차·장애인 차량 할인+평일·토요일[08:00~24:00(유료),00:01~07:59(무료)]+일요일[무료개방]",군포도시공사,031-390-7684,2022-10-25,4020000,경기도 군포시,20221025,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221025,경기도,군포시,경기도,군포시,군포로735번길,29,,군포시
KC490PC22N000760,장소,주차장,송죽공영주차장,경기도,군포시,4141010500,금정동,4141056000,금정동,4.14E+11,경기도 군포시 군포로609번안길 12,15832,다사510292,126.9472467,37.360924,225-2-000015,공영,노외,222,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,500,10,100,16,4000,50000,현금+신용카드,"경차·장애인 차량 할인+평일·토요일·일요일[07:00~23:00(유료),23:01~06:59(무료)]",군포도시공사,031-390-7684,2022-10-25,4020000,경기도 군포시,20221025,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221025,경기도,군포시,경기도,군포시,군포로609번안길,12,,군포시
KC490PC22N000761,장소,주차장,중심1공영주차장,경기도,군포시,4141010400,산본동,4141062000,광정동,4.14E+11,경기도 군포시 산본로323번길 9,15865,다사498290,126.933186,37.359061,225-2-000007,공영,노외,39,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,700,10,200,0,0,0,현금+신용카드,"경차·장애인 차량 할인+평일·주말[08:00~24:00(유료),00:01~07:59(무료)]",군포도시공사,031-390-7684,2022-10-25,4020000,경기도 군포시,20221025,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221025,경기도,군포시,경기도,군포시,산본로323번길,9,,군포시
KC490PC22N000762,장소,주차장,중심3공영주차장,경기도,군포시,4141010400,산본동,4141062000,광정동,4.14E+11,경기도 군포시 산본로323번길 26-13,15865,다사495290,126.9307751,37.35897561,225-2-000009,공영,노외,18,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,700,10,200,0,0,0,현금+신용카드,"경차·장애인 차량 할인+평일·주말[08:00~24:00(유료),00:01~07:59(무료)]",군포도시공사,031-390-7684,2022-10-25,4020000,경기도 군포시,20221025,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221025,경기도,군포시,경기도,군포시,산본로323번길,26-13,,군포시
KC490PC22N000763,장소,주차장,행복1공영주차장,경기도,군포시,4141010400,산본동,4141055000,산본2동,4.14E+11,경기도 군포시 산본로372번길 6,15818,다사497295,126.9319591,37.36392717,225-2-000010,공영,노외,17,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,700,10,200,0,0,0,현금+신용카드,"경차·장애인 차량 할인+평일[10:00~19:00(유료),19:01~09:59(무료)]+토요일[09:00~14:00(유료),14:01~08:59(무료)]+일요일[무료개방]",군포도시공사,031-390-7684,2022-10-25,4020000,경기도 군포시,20221025,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221025,경기도,군포시,경기도,군포시,산본로372번길,6,,군포시
KC490PC22N000764,장소,주차장,당말터널위 노상주차장,경기도,군포시,4141010500,금정동,4141057000,재궁동,4.14E+11,경기도 군포시 산본로 267,15862,다사500288,126.9359946,37.35717155,225-1-000043,공영,노상,114,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,경기도 군포시청,031-390-0705,2022-10-25,4020000,경기도 군포시,20221025,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221025,경기도,군포시,경기도,군포시,산본로,267,,군포시
KC490PC22N000770,장소,주차장,당정1공영주차장,경기도,군포시,4141010200,당정동,4141051000,군포1동,4.14E+11,경기도 군포시 한세로44번길 21-10,15853,다사517277,126.954715,37.34742646,225-2-000026,공영,노외,75,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,500,10,100,16,4000,50000,현금+신용카드,"경차·장애인 차량 할인+평일·토요일[08:00~24:00(유료),00:01~07:59(무료)]+일요일[10:00~22:00(유료),22:01~09:59(무료)]",군포도시공사,031-390-7684,2022-10-25,4020000,경기도 군포시,20221025,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221025,경기도,군포시,경기도,군포시,한세로44번길,10월 21일,,군포시
KC490PC22N000771,장소,주차장,당정역광장공영주차장,경기도,군포시,4141010200,당정동,4141051000,군포1동,4.14E+11,경기도 군포시 용호2로54번길 40,15851,다사510273,126.9478348,37.34360903,225-2-000024,공영,노외,43,1,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,700,10,200,16,6000,70000,현금+신용카드,"경차·장애인 차량 할인+평일·토요일[08:00~24:00(유료),00:01~07:59(무료)]+일요일[10:00~22:00(유료),22:01~09:59(무료)]",군포도시공사,031-390-7684,2022-10-25,4020000,경기도 군포시,20221025,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221025,경기도,군포시,경기도,군포시,용호2로54번길,40,,군포시
KC490PC22N000772,장소,주차장,청명1길공영주차장,경기도,군포시,4141010100,당동,4141052000,군포2동,4.14E+11,경기도 군포시 군포역1길 89,15856,다사510280,126.9478612,37.35051634,225-2-000018,공영,노외,51,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,혼합,30,500,10,100,16,4000,50000,현금+신용카드,"경차·장애인 차량 할인+평일·토요일[08:00~24:00(유료),00:01~07:59(무료)]+일요일[10:00~22:00(유료),22:01~09:59(무료)]",군포도시공사,031-390-7684,2022-10-25,4020000,경기도 군포시,20221025,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221025,경기도,군포시,경기도,군포시,군포역1길,89,,군포시
KC490PC22N000773,장소,주차장,당정3공영주차장,경기도,군포시,4141010200,당정동,4141051000,군포1동,4.14E+11,경기도 군포시 한세로78번길 14,15853,다사519278,126.9571357,37.34806584,225-2-000028,공영,노외,40,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,0,0,0,0,0,0,50000,현금+신용카드,월정기 전용,군포도시공사,031-390-7684,2022-10-25,4020000,경기도 군포시,20221025,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221025,경기도,군포시,경기도,군포시,한세로78번길,14,,군포시
KC490PC22N000774,장소,주차장,당정8공영주차장,경기도,군포시,4141010200,당정동,4141051000,군포1동,4.14E+11,경기도 군포시 농심로 7 (좌측),15842,다사513292,126.9504592,37.3607033,225-2-000030,공영,노외,34,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,0,0,0,0,0,0,60000,현금+신용카드,월정기 전용,군포도시공사,031-390-7684,2022-10-25,4020000,경기도 군포시,20221025,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221025,경기도,군포시,경기도,군포시,농심로,7,(좌측),군포시
KC490PC22N000775,장소,주차장,당정9공영주차장,경기도,군포시,4141010200,당정동,4141051000,군포1동,4.14E+11,경기도 군포시 당정로27번길 23,15850,다사515280,126.9532566,37.35053616,225-2-000032,공영,노외,28,2,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,유료,0,0,0,0,0,0,60000,현금+신용카드,월정기 전용,군포도시공사,031-390-7684,2022-10-25,4020000,경기도 군포시,20221025,공공데이터포털,KC_490_WNTY_PRKLT_2022,20221025,경기도,군포시,경기도,군포시,당정로27번길,23,,군포시
KC490PC22N000776,장소,주차장,퇴계원 노상제2,,,,,,,,,,다사686612,127.1447503,37.65040321,222-1-000018,공영,노상,19,1,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,0,0,,,,,,,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,,,,,,남양주시 
KC490PC22N000777,장소,주차장,금곡 노상제2,경기도,남양주시,4136010300,금곡동,4136053000,금곡동,4.14E+11,경기도 남양주시 사릉로34번길 48,12237,다사747596,127.2137341,37.63610631,222-1-000020,공영,노상,7,1,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,0,0,,,,,,,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,사릉로34번길,48,,남양주시
KC490PC22N000778,장소,주차장,금곡 노상제4,경기도,남양주시,4136010300,금곡동,4136053000,금곡동,4.14E+11,경기도 남양주시 홍유릉로248번길 21,12239,다사737586,127.2024116,37.62725328,222-1-000022,공영,노상,12,1,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,0,0,,,,,,,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,홍유릉로248번길,21,,남양주시
KC490PC22N000779,장소,주차장,금곡 노상제8,경기도,남양주시,4136010300,금곡동,4136053000,금곡동,4.14E+11,경기도 남양주시 경춘로992번길 1,12238,다사745594,127.211588,37.63373676,222-1-000024,공영,노상,16,1,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,0,0,,,,,,,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,경춘로992번길,1,,남양주시
KC490PC22N000780,장소,주차장,다산 노상제2,,,,,,,,,,다사695561,127.1555185,37.60438545,222-1-000026,공영,노상,15,1,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,0,0,,,,,,,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,,,,,,남양주시 
KC490PC22N000781,장소,주차장,별내동 노상제1,경기도,남양주시,4136011100,별내동,4136057000,별내동,4.14E+11,경기도 남양주시 별내중앙로 83,12111,다사664612,127.1201782,37.65024166,222-1-000028,공영,노상,46,1,미시행,평일+토요일,8:00,20:00,8:00,20:00,0:00,0:00,유료,30,600,10,300,4,70000,70000,카드,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,별내중앙로,83,,남양주시
KC490PC22N000782,장소,주차장,별내동 노상제4,경기도,남양주시,4136011100,별내동,4136057000,별내동,4.14E+11,경기도 남양주시 별내3로 76,12112,다사665609,127.1212906,37.64702656,222-1-000030,공영,노상,14,1,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,0,0,,,,,,,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,별내3로,76,,남양주시
KC490PC22N000783,장소,주차장,별내동 노상제7,경기도,남양주시,4136011100,별내동,4136057000,별내동,4.14E+11,경기도 남양주시 별내중앙로 102-47,12108,다사665615,127.1204924,37.65314604,222-1-000032,공영,노상,33,1,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,0,0,,,,,,,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,별내중앙로,102-47,,남양주시
KC490PC22N000784,장소,주차장,별내동 노상제10,,,,,,,,,,다사669622,127.1257788,37.65957329,222-1-000034,공영,노상,41,1,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,0,0,,,,,,,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,,,,,,남양주시 
KC490PC22N000822,장소,주차장,진접 제1공영,경기도,남양주시,4136025326,진접읍,4136025300,진접읍,4.14E+11,경기도 남양주시 진접읍 광릉내로82번길 42,12019,다사743717,127.2084787,37.74488924,222-2-000005,공영,노외,80,1,미시행,평일+토요일,0:00,23:59,0:00,23:59,0:00,0:00,무료,0,0,,,,,,,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,진접읍,광릉내로82번길,42,남양주시
KC490PC22N000870,장소,주차장,물의정원제1공영,,,,,,,,,,다사833508,127.3115613,37.55680513,222-2-000040,공영,노외,130,1,미시행,평일+토요일,8:00,20:00,8:00,20:00,0:00,0:00,유료,30,600,10,300,4,70000,70000,카드,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,,,,,,남양주시 
KC490PC22N000871,장소,주차장,물의정원제2공영,,,,,,,,,,다사835510,127.3133999,37.55845157,222-2-000041,공영,노외,70,1,미시행,평일+토요일,8:00,20:00,8:00,20:00,0:00,0:00,유료,30,600,10,300,4,70000,70000,카드,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,,,,,,남양주시 
KC490PC22N000872,장소,주차장,다산생태공원제1공영,,,,,,,,,,다사822461,127.2991015,37.51423397,222-2-000043,공영,노외,145,1,미시행,평일+토요일,8:00,20:00,8:00,20:00,0:00,0:00,유료,30,600,10,300,4,70000,70000,카드,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,,,,,,남양주시 
KC490PC22N000873,장소,주차장,와부 노상제1,경기도,남양주시,4136025021,와부읍,4136025000,와부읍,4.14E+11,경기도 남양주시 와부읍 덕소로97번길 12,12211,다사747540,127.2142351,37.58523059,222-1-000001,공영,노상,28,1,미시행,평일+토요일,8:00,20:00,8:00,20:00,0:00,0:00,유료,30,600,10,300,4,70000,70000,카드,,경기도 남양주도시공사 주차운영팀,031-560-1212,2022-08-29,3990000,경기도 남양주시,20220829,공공데이터포털,KC_490_WNTY_PRKLT_2022,20220829,경기도,남양주시,경기도,남양주시,와부읍,덕소로97번길,12,남양주시
